Activity Code,Competition Name,Product, Project Number,Participant Name,IsLead,Project Title,Project Status,Project Start Date,Project End Date,Offer Grant
1165,Nutrition for Life (main)  - May 11,CRD,100695,University of Bath,Collaborator,Sustainable Materials & products,Closed,01/09/2009,31/12/2011,179394.00
1165,Nutrition for Life (main)  - May 11,CRD,100695,Unilever Central Resources Limited,Lead,Sustainable Materials & products,Closed,01/09/2009,31/12/2011,88000.00
1165,Nutrition for Life (main)  - May 11,CRD,100695,Rockwood Additives Limited,Collaborator,Sustainable Materials & products,Closed,01/09/2009,31/12/2011,20000.00
1165,Nutrition for Life (main)  - May 11,CRD,100695,Croda Limited,Collaborator,Sustainable Materials & products,Closed,01/09/2009,31/12/2011,16000.00
1165,Nutrition for Life (main)  - May 11,CRD,100695,The National Non-Food Crops Centre,Collaborator,Sustainable Materials & products,Closed,01/09/2009,31/12/2011,17183.00
1165,Nutrition for Life (main)  - May 11,CRD,100696,Loughborough University Development Trust,Collaborator,Sustainable Surface Engineered Ceramic Friction (SurFace),Closed,01/09/2009,31/08/2012,392007.00
1165,Nutrition for Life (main)  - May 11,CRD,100696,Faiveley Transport (Birkenhead) Limited,Collaborator,Sustainable Surface Engineered Ceramic Friction (SurFace),Closed,01/09/2009,31/08/2012,17223.00
1165,Nutrition for Life (main)  - May 11,CRD,100696,Federal-Mogul Friction Products Limited,Collaborator,Sustainable Surface Engineered Ceramic Friction (SurFace),Closed,01/09/2009,31/08/2012,28045.00
1165,Nutrition for Life (main)  - May 11,CRD,100696,Bentley Motors Limited,Collaborator,Sustainable Surface Engineered Ceramic Friction (SurFace),Closed,01/09/2009,31/08/2012,44283.00
1165,Nutrition for Life (main)  - May 11,CRD,100696,Alcon Components Limited,Collaborator,Sustainable Surface Engineered Ceramic Friction (SurFace),Closed,01/09/2009,31/08/2012,130603.00
1165,Nutrition for Life (main)  - May 11,CRD,100696,Surface Transforms PLC,Lead,Sustainable Surface Engineered Ceramic Friction (SurFace),Closed,01/09/2009,31/08/2012,513691.00
1165,Nutrition for Life (main)  - May 11,CRD,100697,University of Exeter,Collaborator,SAVING,Final Claim,01/09/2009,30/11/2012,284088.00
1165,Nutrition for Life (main)  - May 11,CRD,100697,Simpleware Limited,Lead,SAVING,Final Claim,01/09/2009,30/11/2012,149971.00
1165,Nutrition for Life (main)  - May 11,CRD,100697,EOS Electro Optical Systems Limited,Collaborator,SAVING,Final Claim,01/09/2009,30/11/2012,44747.00
1165,Nutrition for Life (main)  - May 11,CRD,100697,Delcam PLC,Collaborator,SAVING,Final Claim,01/09/2009,30/11/2012,128000.00
1165,Nutrition for Life (main)  - May 11,CRD,100697,3T RPD Limited,Collaborator,SAVING,Final Claim,01/09/2009,30/11/2012,70747.00
1165,Nutrition for Life (main)  - May 11,CRD,100697,Crucible Industrial Design Limited,Collaborator,SAVING,Final Claim,01/09/2009,30/11/2012,32873.00
1165,Nutrition for Life (main)  - May 11,CRD,100697,Plunkett Associates Limited,Collaborator,SAVING,Final Claim,01/09/2009,30/11/2012,24654.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,University of Leeds,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,223103.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,Royal Mail Group Limited,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,30095.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,J Sainsburys plc,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,0.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,Asda Stores Limited,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,5018.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,C-Tech Innovation Limited,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,113815.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,GnoSys Global Limited,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,84596.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,Madeira UK Limited,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,11819.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,Aestiva Limited,Lead,SUSCORP,Closed,01/09/2009,31/08/2012,59204.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,Oxfam Activities limited,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,4155.00
1165,Nutrition for Life (main)  - May 11,CRD,100698,Mathias & Son Limited,Collaborator,SUSCORP,Closed,01/09/2009,31/08/2012,23108.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,University of Reading,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,255520.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Bangor University,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,234429.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Glyndwr University,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,97000.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,NIAB,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,75137.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Germains Technology Group UK,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,0.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Marks & Spencer PLC,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,19340.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Innovia Films Limited,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,31040.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Moy Park Limited,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,0.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,M-I Drilling Fluids UK Limited,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,0.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Valueform Ltd,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,17681.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Findus Group Limited,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,0.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Ken Wilkins Print Limited,Collaborator,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,18681.00
1165,Nutrition for Life (main)  - May 11,CRD,100700,Wells Plastics Limited,Lead,Sustainable Technologies for Chitosan and Novel Functional Derivatives,Closed,01/09/2009,28/02/2013,58307.00
1165,Nutrition for Life (main)  - May 11,CRD,100703,University Of Sheffield,Collaborator,SUSCOAT,Live,01/09/2009,31/12/2013,368273.00
1163,Materials for Energy Jun-11,CRD,100703,NMB-Minebea UK Limited,Collaborator,SUSCOAT,Live,01/09/2009,31/12/2013,82897.00
1163,Materials for Energy Jun-11,CRD,100703,National Physical Laboratory Limited,Collaborator,SUSCOAT,Live,01/09/2009,31/12/2013,154823.00
1163,Materials for Energy Jun-11,CRD,100703,Airbus Operations Limited,Collaborator,SUSCOAT,Live,01/09/2009,31/12/2013,34940.00
1163,Materials for Energy Jun-11,CRD,100703,Alstom Power Limited,Collaborator,SUSCOAT,Live,01/09/2009,31/12/2013,21666.00
1163,Materials for Energy Jun-11,CRD,100703,Tecvac Limited,Lead,SUSCOAT,Live,01/09/2009,31/12/2013,326096.00
1163,Materials for Energy Jun-11,CRD,100708,University of Leeds,Collaborator,Development of Sustainable Flushable Products (SUSFLUSH),Closed,01/09/2009,31/08/2012,240371.00
1163,Materials for Energy Jun-11,CRD,100708,Suominen Nonwovens Limited,Collaborator,Development of Sustainable Flushable Products (SUSFLUSH),Closed,01/09/2009,31/08/2012,9967.00
1163,Materials for Energy Jun-11,CRD,100708,Nice-Pak International Limited,Lead,Development of Sustainable Flushable Products (SUSFLUSH),Closed,01/09/2009,31/08/2012,18120.00
1163,Materials for Energy Jun-11,CRD,100708,Lenzing Fibers Grimsby Limited,Collaborator,Development of Sustainable Flushable Products (SUSFLUSH),Closed,01/09/2009,31/08/2012,34074.00
1163,Materials for Energy Jun-11,CRD,100708,WRC plc,Collaborator,Development of Sustainable Flushable Products (SUSFLUSH),Closed,01/09/2009,31/08/2012,40000.00
1163,Materials for Energy Jun-11,CRD,100708,Nonwovens Innovation and Research Institute Limited,Collaborator,Development of Sustainable Flushable Products (SUSFLUSH),Closed,01/09/2009,31/08/2012,0.00
1163,Materials for Energy Jun-11,CRD,100727,"Royal Holloway, University of London",Collaborator,Turbidite Forward Modelling for Improved Reservoir Models,Final Claim,01/09/2009,28/02/2013,198885.00
1163,Materials for Energy Jun-11,CRD,100727,Midland Valley Exploration Limited,Lead,Turbidite Forward Modelling for Improved Reservoir Models,Final Claim,01/09/2009,28/02/2013,153927.00
1163,Materials for Energy Jun-11,CRD,100732,C-Tech Innovation Limited,Lead,Biocatalysis and Chemical Engineering for Manufacturing Intensification and Sustainabiliy(BIOCHEMIST),Closed,01/09/2009,29/02/2012,189774.00
1163,Materials for Energy Jun-11,CRD,100732,Ashe Morris Limited,Collaborator,Biocatalysis and Chemical Engineering for Manufacturing Intensification and Sustainabiliy(BIOCHEMIST),Closed,01/09/2009,29/02/2012,132576.00
1163,Materials for Energy Jun-11,CRD,100732,Ingenza Limited,Collaborator,Biocatalysis and Chemical Engineering for Manufacturing Intensification and Sustainabiliy(BIOCHEMIST),Closed,01/09/2009,29/02/2012,186787.00
1163,Materials for Energy Jun-11,CRD,100733,Brunel University,Collaborator,STEP - Scalable Technology for the Extraction of Pharmaceuticals,Closed,01/09/2009,31/08/2012,396719.00
1163,Materials for Energy Jun-11,CRD,100733,Pfizer Limited,Collaborator,STEP - Scalable Technology for the Extraction of Pharmaceuticals,Closed,01/09/2009,31/08/2012,1000.00
1163,Materials for Energy Jun-11,CRD,100733,GlaxoSmithKline PLC,Lead,STEP - Scalable Technology for the Extraction of Pharmaceuticals,Closed,01/09/2009,31/08/2012,67920.00
1163,Materials for Energy Jun-11,CRD,100733,Dynamic Extractions Limited,Collaborator,STEP - Scalable Technology for the Extraction of Pharmaceuticals,Closed,01/09/2009,31/08/2012,278907.00
1163,Materials for Energy Jun-11,CRD,100746,Centre for Process Innovation Limited,Collaborator,Advanced Process & Production Light Enabled Sensors (APPLES),Closed,01/09/2009,31/07/2012,131394.00
1163,Materials for Energy Jun-11,CRD,100746,GlaxoSmithKline PLC,Collaborator,Advanced Process & Production Light Enabled Sensors (APPLES),Closed,01/09/2009,31/07/2012,84000.00
1163,Materials for Energy Jun-11,CRD,100746,Stratophase Limited,Lead,Advanced Process & Production Light Enabled Sensors (APPLES),Closed,01/09/2009,31/07/2012,296131.00
1163,Materials for Energy Jun-11,CRD,100746,Green Biologics Limited,Collaborator,Advanced Process & Production Light Enabled Sensors (APPLES),Closed,01/09/2009,31/07/2012,99398.00
1163,Materials for Energy Jun-11,CRD,100750,University College London,Collaborator,Advanced manufacturing process for the production of individualised cell therapies,Closed,01/09/2009,29/02/2012,331673.00
1163,Materials for Energy Jun-11,CRD,100750,Cell Medica Limited,Lead,Advanced manufacturing process for the production of individualised cell therapies,Closed,01/09/2009,29/02/2012,444966.00
1163,Materials for Energy Jun-11,CRD,100750,eXmoor Pharma Concepts Limited,Collaborator,Advanced manufacturing process for the production of individualised cell therapies,Closed,01/09/2009,29/02/2012,291297.00
1163,Materials for Energy Jun-11,CRD,100755,University of Cambridge,Collaborator,SMART Laser Manufacturing,Closed,01/09/2009,31/05/2013,142982.00
1163,Materials for Energy Jun-11,CRD,100755,University of Southampton,Collaborator,SMART Laser Manufacturing,Closed,01/09/2009,31/05/2013,319662.00
1164,ICT for manufacturing and construction Jun-11,CRD,100755,SPI Lasers UK Limited,Lead,SMART Laser Manufacturing,Closed,01/09/2009,31/05/2013,362759.00
1164,ICT for manufacturing and construction Jun-11,CRD,100755,SPI Lasers UK Limited,Collaborator,SMART Laser Manufacturing,Closed,01/09/2009,31/05/2013,0.00
1164,ICT for manufacturing and construction Jun-11,CRD,100763,De Montfort University,Collaborator,Through Life Energy and Resource Modelling (THERM),Final Claim,01/09/2009,31/08/2012,112359.00
1164,ICT for manufacturing and construction Jun-11,CRD,100763,Cranfield University,Collaborator,Through Life Energy and Resource Modelling (THERM),Final Claim,01/09/2009,31/08/2012,214400.00
1164,ICT for manufacturing and construction Jun-11,CRD,100763,Toyota Motor Manufacturing (UK) Ltd,Collaborator,Through Life Energy and Resource Modelling (THERM),Final Claim,01/09/2009,31/08/2012,97000.00
1164,ICT for manufacturing and construction Jun-11,CRD,100763,Airbus UK Limited,Lead,Through Life Energy and Resource Modelling (THERM),Final Claim,01/09/2009,31/08/2012,97000.00
1164,ICT for manufacturing and construction Jun-11,CRD,100763,Intergrated Environmental Solutions Limited,Collaborator,Through Life Energy and Resource Modelling (THERM),Final Claim,01/09/2009,31/08/2012,100000.00
1164,ICT for manufacturing and construction Jun-11,CRD,130026,Alcan Aluminium UK Limited,Collaborator,Feasibility Study to repower 140MW Pulverised Fuel Boiler to lower CO2 emissions (FS4PF boiler),Closed,01/09/2009,30/06/2010,22500.00
1164,ICT for manufacturing and construction Jun-11,CRD,130026,Progressive Energy Limited,Lead,Feasibility Study to repower 140MW Pulverised Fuel Boiler to lower CO2 emissions (FS4PF boiler),Closed,01/09/2009,30/06/2010,90000.00
1164,ICT for manufacturing and construction Jun-11,CRD,130027,Tata Corus Group PLC,Collaborator,High Efficiency Electricity Generation and CO2 Capture from Blast Furnace Gas (BFGCO2),Closed,01/09/2009,31/05/2010,22500.00
1164,ICT for manufacturing and construction Jun-11,CRD,130027,Progressive Energy Limited,Lead,High Efficiency Electricity Generation and CO2 Capture from Blast Furnace Gas (BFGCO2),Closed,01/09/2009,31/05/2010,90000.00
1164,ICT for manufacturing and construction Jun-11,CRD,170028,Vulcan SFM Limited,Lead,Technological Development of Generator and Turbine Robots,Closed,01/09/2009,31/03/2012,1020000.00
1164,ICT for manufacturing and construction Jun-11,CRD,170040,National Renewable Energy Centre Limited,Lead,NaREC Marine Testing Facility (Nautilus),Live,01/09/2009,30/09/2013,11257358.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,University of Lincoln,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,0.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,Imperial College London,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,0.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,E2V Technologies PLC,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,0.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,CSR Plc,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,34161.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,The Capita Group Plc / NHS Choices,Lead,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,48263.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,Telefonica  Europe PLC,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,23409.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,WiFore Consultancy Ltd,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,119153.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,PHRISK Limited,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,161997.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,Tactical Systems Designers Limited,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,97767.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,Dynamical Systems Research Limited,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,142773.00
1164,ICT for manufacturing and construction Jun-11,CRD,400056,John Worth Media Limited,Collaborator,TOTALCARE: a digital health-care framework integrating secure personal monitoring with P2P medical condition community support focused on ageing & obese populations,Closed,01/09/2009,29/02/2012,50000.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,University of Northumbria,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,301241.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Northern Rock Covered Bond LLP,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,9511.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Newcastle City Council,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,0.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Scottish Centre for Telehealth,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,0.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Telefonica  Europe PLC,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,3552.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Hull City Council,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,0.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Essentia Group Limited,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,258.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Looking Local,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,286100.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,CELS Limited,Lead,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,180321.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Quality of Life Partnership,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,6855.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Track A Phone Limited,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,103746.00
1164,ICT for manufacturing and construction Jun-11,CRD,400058,Advanced Digital Innovation Limited,Collaborator,User Centred Independent Living: The Freedom to Roam,Closed,01/09/2009,30/11/2012,38013.00
1164,ICT for manufacturing and construction Jun-11,CRD,400059,CGI IT UK Limited,Lead,Empowered Personal Travel Itinerary Monitoring Service (EPTIMS),Closed,01/09/2009,30/04/2011,478380.00
1164,ICT for manufacturing and construction Jun-11,CRD,400059,Advanced Communications and,Collaborator,Empowered Personal Travel Itinerary Monitoring Service (EPTIMS),Closed,01/09/2009,30/04/2011,272363.00
1164,ICT for manufacturing and construction Jun-11,CRD,400061,"The Transport Research Institute,",Collaborator,Improved information sharing for the more intelligent use of Demand Responsive Transport: A UK booking portal.,Closed,01/09/2009,30/11/2011,70143.00
1164,ICT for manufacturing and construction Jun-11,CRD,400061,University of Aberdeen,Collaborator,Improved information sharing for the more intelligent use of Demand Responsive Transport: A UK booking portal.,Closed,01/09/2009,30/11/2011,36998.00
1164,ICT for manufacturing and construction Jun-11,CRD,400061,Quotient Associates Limited,Collaborator,Improved information sharing for the more intelligent use of Demand Responsive Transport: A UK booking portal.,Closed,01/09/2009,30/11/2011,30647.00
1164,ICT for manufacturing and construction Jun-11,CRD,400061,Mobisoft UK,Lead,Improved information sharing for the more intelligent use of Demand Responsive Transport: A UK booking portal.,Closed,01/09/2009,30/11/2011,118031.00
1164,ICT for manufacturing and construction Jun-11,CRD,400067,University of Kent,Collaborator,Local Authority UTMC Data into SatNavs,Closed,01/09/2009,30/11/2010,39301.00
1164,ICT for manufacturing and construction Jun-11,CRD,400067,Envitia Limited,Collaborator,Local Authority UTMC Data into SatNavs,Closed,01/09/2009,30/11/2010,12700.00
1164,ICT for manufacturing and construction Jun-11,CRD,400067,INRIX Holdings Limited,Lead,Local Authority UTMC Data into SatNavs,Closed,01/09/2009,30/11/2010,36050.00
1164,ICT for manufacturing and construction Jun-11,CRD,400074,EDF Energy Customer Plc,Collaborator,London South East Bid : Mercedes-Benz EDF Energy Elektromotive Westminster City Council & Greater London Authority Consortia,Closed,01/09/2009,31/05/2012,290107.00
1164,ICT for manufacturing and construction Jun-11,CRD,400074,Mercedes Benz UK Limited,Lead,London South East Bid : Mercedes-Benz EDF Energy Elektromotive Westminster City Council & Greater London Authority Consortia,Closed,01/09/2009,31/05/2012,1590914.00
1164,ICT for manufacturing and construction Jun-11,CRD,400079,Imperial College London,Collaborator,Hyboost,Closed,01/09/2009,30/11/2011,182523.00
1164,ICT for manufacturing and construction Jun-11,CRD,400079,Ford Motor Company Limited,Collaborator,Hyboost,Closed,01/09/2009,30/11/2011,51432.00
1164,ICT for manufacturing and construction Jun-11,CRD,400079,Valeo Engine Cooling UK Limited,Collaborator,Hyboost,Closed,01/09/2009,30/11/2011,223747.00
1164,ICT for manufacturing and construction Jun-11,CRD,400079,Ricardo UK Limited,Lead,Hyboost,Closed,01/09/2009,30/11/2011,646547.00
1164,ICT for manufacturing and construction Jun-11,CRD,400079,Valeo Air Management UK Limited,Collaborator,Hyboost,Closed,01/09/2009,30/11/2011,333112.00
11105,HIVMan TIC Mar-11,CRD,400079,European Advanced Lead-Acid Battery Consortium EEIG,Collaborator,Hyboost,Closed,01/09/2009,30/11/2011,67320.00
11105,HIVMan TIC Mar-11,CRD,400082,Allied Vehicles Limited,Collaborator,Advanced High Energy Density Pouch Cell Battery For Electric Vehicle Applications and Next Generation Battery Management Systm,Closed,01/09/2009,30/06/2011,49102.00
11105,HIVMan TIC Mar-11,CRD,400082,Ricardo UK Limited,Collaborator,Advanced High Energy Density Pouch Cell Battery For Electric Vehicle Applications and Next Generation Battery Management Systm,Closed,01/09/2009,30/06/2011,227159.00
11105,HIVMan TIC Mar-11,CRD,400082,Axeon Technologies Limited,Lead,Advanced High Energy Density Pouch Cell Battery For Electric Vehicle Applications and Next Generation Battery Management Systm,Closed,01/09/2009,30/06/2011,410961.00
11105,HIVMan TIC Mar-11,CRD,400085,Sauer Danfoss Limited,Collaborator,High efficiency digital hydraulic motor for kinetic energy recovery,Final Claim,01/09/2009,30/11/2011,147000.00
11105,HIVMan TIC Mar-11,CRD,400085,Lothian Buses PLC,Collaborator,High efficiency digital hydraulic motor for kinetic energy recovery,Final Claim,01/09/2009,30/11/2011,45000.00
11105,HIVMan TIC Mar-11,CRD,400085,Artemis Intelligent Power Limited,Lead,High efficiency digital hydraulic motor for kinetic energy recovery,Final Claim,01/09/2009,30/11/2011,558827.00
11134,HIVMan TIC Mar-11,CRD,400093,Real-Status Limited,Lead,"IT 3D Visualisation (""the Technology""",Closed,01/09/2009,28/02/2011,329477.00
11134,HIVMan TIC Mar-11,CRD,400093,Geomerics Limited,Collaborator,"IT 3D Visualisation (""the Technology""",Closed,01/09/2009,28/02/2011,226316.00
11134,HIVMan TIC Mar-11,CRD,400095,"Royal Holloway, University of London",Collaborator,Monitoring of complex information infrastructure by mining external signals,Closed,01/09/2009,31/08/2010,20284.00
11134,HIVMan TIC Mar-11,CRD,400095,Linguamatics Limited,Lead,Monitoring of complex information infrastructure by mining external signals,Closed,01/09/2009,31/08/2010,45000.00
11134,HIVMan TIC Mar-11,CRD,400096,University College London,Collaborator,Effective and Usable Anti-phishing and web authentication tool,Closed,01/09/2009,31/12/2009,6502.00
11134,HIVMan TIC Mar-11,CRD,400096,First Cyber Security Limited,Lead,Effective and Usable Anti-phishing and web authentication tool,Closed,01/09/2009,31/12/2009,3918.00
11134,HIVMan TIC Mar-11,CRD,400097,University of Worcester,Collaborator,Information Assurance for SMEs (IASME),Closed,01/09/2009,30/09/2010,48940.00
11134,HIVMan TIC Mar-11,CRD,400097,The National Computing Centre Ltd,Lead,Information Assurance for SMEs (IASME),Closed,01/09/2009,30/09/2010,19022.00
11134,HIVMan TIC Mar-11,CRD,400097,Stephen Hatfield,Collaborator,Information Assurance for SMEs (IASME),Closed,01/09/2009,30/09/2010,7237.00
11134,HIVMan TIC Mar-11,CRD,400121,Risk Support Limited,Collaborator,"Development and testing of an integrated approach (toolkit), for managing risk in complex, interdependent systems",Closed,01/09/2009,31/08/2010,16000.00
11134,HIVMan TIC Mar-11,CRD,400121,Concept Labs limited,Collaborator,"Development and testing of an integrated approach (toolkit), for managing risk in complex, interdependent systems",Closed,01/09/2009,31/08/2010,16000.00
11134,HIVMan TIC Mar-11,CRD,400121,Cambrensis Limited,Lead,"Development and testing of an integrated approach (toolkit), for managing risk in complex, interdependent systems",Closed,01/09/2009,31/08/2010,43000.00
11134,HIVMan TIC Mar-11,CRD,400125,The City University,Collaborator,"Probabilistic Interdependency Analysis: framework, data analysis and on-line risk assessment (PIA:FARA)",Closed,01/09/2009,31/08/2010,62480.00
11134,HIVMan TIC Mar-11,CRD,400125,Adelard LLP,Lead,"Probabilistic Interdependency Analysis: framework, data analysis and on-line risk assessment (PIA:FARA)",Closed,01/09/2009,31/08/2010,12500.00
11134,HIVMan TIC Mar-11,CRD,600106,Mendeley Ltd,Lead,MAKIN' IT,Closed,01/09/2009,28/02/2011,254224.00
11134,HIVMan TIC Mar-11,CRD,600112,EVO Electric Limited,Lead,HYWHEEL,Closed,01/09/2009,31/08/2011,200323.00
11134,HIVMan TIC Mar-11,CRD,600113,PolyTherics Limited,Lead,LLOT,Closed,01/09/2009,31/10/2011,132328.00
11134,HIVMan TIC Mar-11,CRD,730055,HiMag Solutions Limited,Lead,"A new generation of lightweight high-performance, high efficiency, planar transformers for the renewable energy, hybrid automotive, aerospace, defence and mass passenger transit industries",Closed,01/09/2009,31/12/2011,157484.00
11134,HIVMan TIC Mar-11,CRD,730070,DBHI Limited,Lead,Active in-ear noise reduction system,Closed,01/09/2009,31/08/2011,100000.00
11138,HIVMan TIC Mar-11,CRD,971001,Roland Hill Limited,Lead,Retrofit for the Future,Closed,01/09/2009,30/11/2009,18050.00
11138,HIVMan TIC Mar-11,CRD,971002,Gentoo Sunderland Limited,Lead,Retrofit for the Future,Closed,01/09/2009,30/11/2009,19900.00
11138,HIVMan TIC Mar-11,CRD,971003,Bere Associates Limited,Lead,Retrofit for the Future,Closed,01/09/2009,30/11/2009,19500.00
11138,HIVMan TIC Mar-11,CRD,971004,RCT Homes Limited,Lead,Retrofit for the Future,Closed,01/09/2009,30/11/2009,20000.00
11138,HIVMan TIC Mar-11,CRD,971005,BCS Associates Limited,Lead,Retrofit for the Future,Closed,01/09/2009,30/11/2009,19591.00
11138,HIVMan TIC Mar-11,CRD,971006,ECODOMUS LIMITED,Lead,Retrofit for the Future,Closed,01/09/2009,30/11/2009,20000.00
11138,HIVMan TIC Mar-11,CRD,971007,Cube Housing Association Limited,Lead,Retrofit for the Future,Closed,01/09/2009,30/11/2009,20000.00
11138,HIVMan TIC Mar-11,CRD,971008,OVE ARUP & Partners Limited,Lead,Retrofit for the Future,Closed,01/09/2009,30/11/2009,20000.00
